sampleid,bat_species,antigen,MFI,seropos_80_cutoff
AND41,Eidolon dupreanum,GhV,2097,1
AND42,Eidolon dupreanum,GhV,443.5,0
AND43,Eidolon dupreanum,GhV,475.5,0
AND44,Eidolon dupreanum,GhV,940.5,0
ANGB125,Eidolon dupreanum,GhV,292.75,0
ANGB126,Eidolon dupreanum,GhV,12.75,0
ANGB128,Eidolon dupreanum,GhV,70.25,0
ANGB129,Eidolon dupreanum,GhV,70.75,0
ANGB130,Eidolon dupreanum,GhV,6257.25,1
ANGB133,Eidolon dupreanum,GhV,154.75,0
ANGB135,Eidolon dupreanum,GhV,32.25,0
ANGB136,Eidolon dupreanum,GhV,16.75,0
ANGB137,Eidolon dupreanum,GhV,40.75,0
ANGB140,Eidolon dupreanum,GhV,107.75,0
ANGB141,Eidolon dupreanum,GhV,515.75,0
ANGB142,Eidolon dupreanum,GhV,251.75,0
ANGB143,Eidolon dupreanum,GhV,25.25,0
ANGB144,Eidolon dupreanum,GhV,10824,1
ANGB145,Eidolon dupreanum,GhV,7048,1
ANGB146,Eidolon dupreanum,GhV,27.75,0
ANGB147,Eidolon dupreanum,GhV,24,0
ANGB148,Eidolon dupreanum,GhV,3532,1
ANGB149,Eidolon dupreanum,GhV,19,0
ANGB150,Eidolon dupreanum,GhV,21227,1
ANGB151,Eidolon dupreanum,GhV,61.5,0
ANGB152,Eidolon dupreanum,GhV,4726,1
ANGB153,Eidolon dupreanum,GhV,2905.5,1
ANGB155,Eidolon dupreanum,GhV,12.25,0
ANGB156,Eidolon dupreanum,GhV,539.25,0
ANGB157,Eidolon dupreanum,GhV,24,0
ANGB158,Eidolon dupreanum,GhV,105.25,0
ANGB159,Eidolon dupreanum,GhV,24,0
ANGB160,Eidolon dupreanum,GhV,168,0
ANGB161,Eidolon dupreanum,GhV,14028,1
ANGB162,Eidolon dupreanum,GhV,2163,1
ANGB163,Eidolon dupreanum,GhV,20,0
CAT001,Eidolon dupreanum,GhV,516.5,0
CAT002,Eidolon dupreanum,GhV,763,0
CAT003,Eidolon dupreanum,GhV,2752.5,1
CAT004,Eidolon dupreanum,GhV,2283.5,1
CAT005,Eidolon dupreanum,GhV,8.5,0
CAT006,Eidolon dupreanum,GhV,851.5,0
CAT007,Eidolon dupreanum,GhV,1054,0
CAT008,Eidolon dupreanum,GhV,5742.5,1
CAT009,Eidolon dupreanum,GhV,83.5,0
CAT010,Eidolon dupreanum,GhV,30,0
CAT011,Eidolon dupreanum,GhV,45.5,0
CAT012,Eidolon dupreanum,GhV,308.5,0
CAT013,Eidolon dupreanum,GhV,1035,0
CAT014,Eidolon dupreanum,GhV,982.5,0
CAT015,Eidolon dupreanum,GhV,37.5,0
CAT016,Eidolon dupreanum,GhV,858.5,0
CAT017,Eidolon dupreanum,GhV,1069.25,0
CAT018,Eidolon dupreanum,GhV,9.25,0
CAT019,Eidolon dupreanum,GhV,809.25,0
CAT020,Eidolon dupreanum,GhV,1285.25,1
CAT021,Eidolon dupreanum,GhV,5286.25,1
CAT022,Eidolon dupreanum,GhV,1107.25,0
CAT023,Eidolon dupreanum,GhV,151.25,0
CAT024,Eidolon dupreanum,GhV,622.25,0
CAT025,Eidolon dupreanum,GhV,60.25,0
CAT026,Eidolon dupreanum,GhV,19.25,0
CAT027,Eidolon dupreanum,GhV,2933.25,1
CAT028,Eidolon dupreanum,GhV,114.25,0
CAT029,Eidolon dupreanum,GhV,323.75,0
CAT030,Eidolon dupreanum,GhV,1545.25,1
CAT031,Eidolon dupreanum,GhV,36.25,0
CAT032,Eidolon dupreanum,GhV,473.25,0
CAT033,Eidolon dupreanum,GhV,2765.25,1
CAT034,Eidolon dupreanum,GhV,186.75,0
CAT035,Eidolon dupreanum,GhV,123.25,0
CAT036,Eidolon dupreanum,GhV,963.25,0
CAT037,Eidolon dupreanum,GhV,1599.75,1
KEL148,Eidolon dupreanum,GhV,5091.75,1
KEL150,Eidolon dupreanum,GhV,177.75,0
KEL151,Eidolon dupreanum,GhV,138.75,0
KEL152,Eidolon dupreanum,GhV,44.25,0
KEL153,Eidolon dupreanum,GhV,389.75,0
KEL154,Eidolon dupreanum,GhV,2386.75,1
KEL155,Eidolon dupreanum,GhV,1521.75,1
KEL156,Eidolon dupreanum,GhV,363.75,0
KEL157,Eidolon dupreanum,GhV,1056.75,0
KEL159,Eidolon dupreanum,GhV,2919.75,1
KEL160,Eidolon dupreanum,GhV,816.25,0
KEL161,Eidolon dupreanum,GhV,4148.75,1
KEL162,Eidolon dupreanum,GhV,2521.25,1
KEL163,Eidolon dupreanum,GhV,47.75,0
KEL164,Eidolon dupreanum,GhV,6803.75,1
KEL165,Eidolon dupreanum,GhV,28.75,0
KEL166,Eidolon dupreanum,GhV,729.75,0
KEL168,Eidolon dupreanum,GhV,749.75,0
KEL169,Eidolon dupreanum,GhV,448.25,0
KEL170,Eidolon dupreanum,GhV,427.25,0
KEL171,Eidolon dupreanum,GhV,35.25,0
KEL172,Eidolon dupreanum,GhV,127.75,0
KEL173,Eidolon dupreanum,GhV,391.75,0
KEL174,Eidolon dupreanum,GhV,16.75,0
KEL175,Eidolon dupreanum,GhV,394.75,0
KEL177,Eidolon dupreanum,GhV,180.75,0
KEL178,Eidolon dupreanum,GhV,16.75,0
KEL179,Eidolon dupreanum,GhV,4139.75,1
KEL180,Eidolon dupreanum,GhV,36.75,0
KEL181,Eidolon dupreanum,GhV,5592.75,1
KEL182,Eidolon dupreanum,GhV,58.75,0
KEL183,Eidolon dupreanum,GhV,306.5,0
KEL185,Eidolon dupreanum,GhV,1113.5,0
KEL186,Eidolon dupreanum,GhV,1196.25,1
KEL187,Eidolon dupreanum,GhV,719.75,0
KEL188,Eidolon dupreanum,GhV,2053.75,1
KEL190,Eidolon dupreanum,GhV,446.5,0
KEL191,Eidolon dupreanum,GhV,405.75,0
KEL192,Eidolon dupreanum,GhV,181.75,0
KEL193,Eidolon dupreanum,GhV,1030.25,0
KEL195,Eidolon dupreanum,GhV,2199.75,1
KEL196,Eidolon dupreanum,GhV,765.75,0
KEL197,Eidolon dupreanum,GhV,16.75,0
KEL201,Eidolon dupreanum,GhV,88.25,0
KEL202,Eidolon dupreanum,GhV,76.75,0
KEL203,Eidolon dupreanum,GhV,184.75,0
KEL204,Eidolon dupreanum,GhV,2167.75,1
KEL205,Eidolon dupreanum,GhV,1149.25,1
KEL206,Eidolon dupreanum,GhV,5884.75,1
KEL207,Eidolon dupreanum,GhV,325.75,0
KEL208,Eidolon dupreanum,GhV,178.75,0
KEL209,Eidolon dupreanum,GhV,5458.75,1
KEL210,Eidolon dupreanum,GhV,110,0
KEL211,Eidolon dupreanum,GhV,3871.5,1
KEL212,Eidolon dupreanum,GhV,220.5,0
KEL213,Eidolon dupreanum,GhV,15265,1
KEL214,Eidolon dupreanum,GhV,4136.75,1
KEL215,Eidolon dupreanum,GhV,9,0
KEL216,Eidolon dupreanum,GhV,3904.75,1
KEL217,Eidolon dupreanum,GhV,1524.25,1
KEL218,Eidolon dupreanum,GhV,29.5,0
KEL219,Eidolon dupreanum,GhV,9230.25,1
KEL220,Eidolon dupreanum,GhV,18633,1
KEL221,Eidolon dupreanum,GhV,197,0
KEL222,Eidolon dupreanum,GhV,20325,1
KEL223,Eidolon dupreanum,GhV,610,0
KEL224,Eidolon dupreanum,GhV,812.25,0
KEL225,Eidolon dupreanum,GhV,259.25,0
KEL226,Eidolon dupreanum,GhV,3419.75,1
KEL227,Eidolon dupreanum,GhV,156.75,0
KEL228,Eidolon dupreanum,GhV,54.25,0
KEL229,Eidolon dupreanum,GhV,1754,1
KEL230,Eidolon dupreanum,GhV,1621,1
KEL231,Eidolon dupreanum,GhV,16,0
KEL232,Eidolon dupreanum,GhV,982.25,0
KEL233,Eidolon dupreanum,GhV,53.75,0
KEL234,Eidolon dupreanum,GhV,80.75,0
KEL236,Eidolon dupreanum,GhV,7,0
KEL238,Eidolon dupreanum,GhV,2449.5,1
KEL239,Eidolon dupreanum,GhV,2289.5,1
KEL241,Eidolon dupreanum,GhV,227.5,0
KEL242,Eidolon dupreanum,GhV,50.5,0
KEL243,Eidolon dupreanum,GhV,3175,1
KEL244,Eidolon dupreanum,GhV,812,0
KEL245,Eidolon dupreanum,GhV,2720,1
KEL246,Eidolon dupreanum,GhV,603,0
KEL247,Eidolon dupreanum,GhV,1452,1
KEL248,Eidolon dupreanum,GhV,4,0
KEL249,Eidolon dupreanum,GhV,980.5,0
KEL250,Eidolon dupreanum,GhV,1517.5,1
KEL251,Eidolon dupreanum,GhV,2164.5,1
KEL252,Eidolon dupreanum,GhV,424.5,0
KEL253,Eidolon dupreanum,GhV,602,0
KEL254,Eidolon dupreanum,GhV,231,0
KEL255,Eidolon dupreanum,GhV,4575,1
KEL256,Eidolon dupreanum,GhV,731,0
KEL257,Eidolon dupreanum,GhV,5090.5,1
KEL258,Eidolon dupreanum,GhV,71,0
KEL261,Eidolon dupreanum,GhV,522.5,0
KEL262,Eidolon dupreanum,GhV,3178.5,1
KEL263,Eidolon dupreanum,GhV,786,0
KEL264,Eidolon dupreanum,GhV,63,0
KEL265,Eidolon dupreanum,GhV,104,0
KEL266,Eidolon dupreanum,GhV,14.5,0
KEL268,Eidolon dupreanum,GhV,821.5,0
KEL268B,Eidolon dupreanum,GhV,710,0
KEL269,Eidolon dupreanum,GhV,362,0
KEL269B,Eidolon dupreanum,GhV,5986,1
KEL270B,Eidolon dupreanum,GhV,8222,1
KEL271,Eidolon dupreanum,GhV,915.25,0
KEL271B,Eidolon dupreanum,GhV,2938.5,1
KEL272,Eidolon dupreanum,GhV,201,0
KEL272B,Eidolon dupreanum,GhV,1230,1
KEL273,Eidolon dupreanum,GhV,2623,1
KEL273B,Eidolon dupreanum,GhV,3758.5,1
KEL274,Eidolon dupreanum,GhV,362,0
KEL274B,Eidolon dupreanum,GhV,9446,1
KEL275,Eidolon dupreanum,GhV,12,0
KEL275B,Eidolon dupreanum,GhV,6932.5,1
KEL276B,Eidolon dupreanum,GhV,18,0
KEL277,Eidolon dupreanum,GhV,47,0
KEL277B,Eidolon dupreanum,GhV,812,0
KEL278B,Eidolon dupreanum,GhV,29,0
KEL279,Eidolon dupreanum,GhV,1,0
KEL279B,Eidolon dupreanum,GhV,810,0
KEL280,Eidolon dupreanum,GhV,4427.5,1
KEL280B,Eidolon dupreanum,GhV,5622,1
KEL281,Eidolon dupreanum,GhV,619,0
KEL281B,Eidolon dupreanum,GhV,557.5,0
KEL282,Eidolon dupreanum,GhV,2563,1
KEL282B,Eidolon dupreanum,GhV,2159,1
KEL283,Eidolon dupreanum,GhV,20,0
KEL283B,Eidolon dupreanum,GhV,177,0
KEL284,Eidolon dupreanum,GhV,214.5,0
KEL285,Eidolon dupreanum,GhV,806,0
KEL285B,Eidolon dupreanum,GhV,17476.5,1
KEL286,Eidolon dupreanum,GhV,56.5,0
KEL286B,Eidolon dupreanum,GhV,399,0
KEL287,Eidolon dupreanum,GhV,674,0
KEL287B,Eidolon dupreanum,GhV,1850.5,1
KEL288,Eidolon dupreanum,GhV,1102,0
KEL288B,Eidolon dupreanum,GhV,10707,1
KEL289,Eidolon dupreanum,GhV,1470,1
KEL289B,Eidolon dupreanum,GhV,6388,1
KEL290,Eidolon dupreanum,GhV,241,0
KEL290B,Eidolon dupreanum,GhV,142,0
KEL291,Eidolon dupreanum,GhV,95.5,0
KEL291B,Eidolon dupreanum,GhV,5289,1
KEL292,Eidolon dupreanum,GhV,2014,1
KEL293,Eidolon dupreanum,GhV,26,0
KEL293B,Eidolon dupreanum,GhV,1643,1
KEL294,Eidolon dupreanum,GhV,6,0
KEL294B,Eidolon dupreanum,GhV,240,0
KEL295,Eidolon dupreanum,GhV,43,0
KEL295B,Eidolon dupreanum,GhV,702,0
KEL296,Eidolon dupreanum,GhV,186,0
KEL296B,Eidolon dupreanum,GhV,8376,1
KEL297,Eidolon dupreanum,GhV,3414.5,1
KEL297B,Eidolon dupreanum,GhV,1549,1
KEL298,Eidolon dupreanum,GhV,428,0
KEL298B,Eidolon dupreanum,GhV,5969,1
KEL299,Eidolon dupreanum,GhV,1404,1
KEL299B,Eidolon dupreanum,GhV,6160.5,1
KEL300B,Eidolon dupreanum,GhV,6212,1
KEL301B,Eidolon dupreanum,GhV,33,0
KEL302B,Eidolon dupreanum,GhV,2447,1
KEL303B,Eidolon dupreanum,GhV,193,0
KEL306,Eidolon dupreanum,GhV,1923.5,1
KEL307,Eidolon dupreanum,GhV,1776.5,1
KEL308,Eidolon dupreanum,GhV,2772,1
KEL309,Eidolon dupreanum,GhV,2178,1
KEL310,Eidolon dupreanum,GhV,5242,1
KEL312,Eidolon dupreanum,GhV,6,0
KEL313,Eidolon dupreanum,GhV,359,0
KEL314,Eidolon dupreanum,GhV,1033,0
KEL315,Eidolon dupreanum,GhV,7608.5,1
KEL316,Eidolon dupreanum,GhV,11114,1
KEL317,Eidolon dupreanum,GhV,10399,1
KEL318,Eidolon dupreanum,GhV,7962,1
KEL319,Eidolon dupreanum,GhV,22951,1
KEL320,Eidolon dupreanum,GhV,1563,1
KEL322,Eidolon dupreanum,GhV,59,0
KEL325,Eidolon dupreanum,GhV,121,0
KEL326,Eidolon dupreanum,GhV,2541,1
KEL327,Eidolon dupreanum,GhV,171,0
KEL331,Eidolon dupreanum,GhV,91,0
KEL335,Eidolon dupreanum,GhV,4649,1
KEL336,Eidolon dupreanum,GhV,2580,1
KEL337,Eidolon dupreanum,GhV,5307.5,1
KEL338,Eidolon dupreanum,GhV,539,0
KEL339,Eidolon dupreanum,GhV,60,0
KEL340,Eidolon dupreanum,GhV,198.5,0
KEL341,Eidolon dupreanum,GhV,1070,0
KEL342,Eidolon dupreanum,GhV,108,0
KEL343,Eidolon dupreanum,GhV,2959.5,1
KEL344,Eidolon dupreanum,GhV,7102,1
KEL345,Eidolon dupreanum,GhV,56,0
KEL346,Eidolon dupreanum,GhV,5755,1
KEL347,Eidolon dupreanum,GhV,12505,1
KEL348,Eidolon dupreanum,GhV,112,0
KEL350,Eidolon dupreanum,GhV,1336,1
KEL352,Eidolon dupreanum,GhV,89,0
KEL353,Eidolon dupreanum,GhV,23.5,0
KEL354,Eidolon dupreanum,GhV,1556.5,1
KEL355,Eidolon dupreanum,GhV,5693.5,1
KEL356,Eidolon dupreanum,GhV,1592.5,1
KEL357,Eidolon dupreanum,GhV,15289.5,1
KEL358,Eidolon dupreanum,GhV,2196,1
KEL359,Eidolon dupreanum,GhV,1043.5,0
KEL360,Eidolon dupreanum,GhV,953,0
KEL361,Eidolon dupreanum,GhV,891.5,0
KEL362,Eidolon dupreanum,GhV,1348.5,1
KEL363,Eidolon dupreanum,GhV,522.5,0
KEL364,Eidolon dupreanum,GhV,1104.5,0
KEL365,Eidolon dupreanum,GhV,675,0
KEL366,Eidolon dupreanum,GhV,1708.5,1
KEL367,Eidolon dupreanum,GhV,2440.5,1
KEL368,Eidolon dupreanum,GhV,269.5,0
KEL369,Eidolon dupreanum,GhV,119.5,0
KEL370,Eidolon dupreanum,GhV,61.5,0
KEL371,Eidolon dupreanum,GhV,19,0
KEL372,Eidolon dupreanum,GhV,4565,1
KEL373,Eidolon dupreanum,GhV,163.5,0
KEL374,Eidolon dupreanum,GhV,3837.5,1
KEL375,Eidolon dupreanum,GhV,260.5,0
KEL378,Eidolon dupreanum,GhV,174,0
KEL379,Eidolon dupreanum,GhV,1596.5,1
KEL380,Eidolon dupreanum,GhV,8230.5,1
KEL381,Eidolon dupreanum,GhV,19.5,0
KEL383,Eidolon dupreanum,GhV,91.5,0
KEL385,Eidolon dupreanum,GhV,101.5,0
KEL386,Eidolon dupreanum,GhV,1905.5,1
KEL387,Eidolon dupreanum,GhV,492.5,0
KEL388,Eidolon dupreanum,GhV,521.5,0
KEL389,Eidolon dupreanum,GhV,47.5,0
KEL390,Eidolon dupreanum,GhV,12121.5,1
KEL391,Eidolon dupreanum,GhV,41.5,0
KEL392,Eidolon dupreanum,GhV,863,0
KEL393,Eidolon dupreanum,GhV,21.5,0
KEL394,Eidolon dupreanum,GhV,59.5,0
KEL395,Eidolon dupreanum,GhV,839,0
KEL396,Eidolon dupreanum,GhV,2329.5,1
KEL397,Eidolon dupreanum,GhV,1383,1
KEL398,Eidolon dupreanum,GhV,231.5,0
KEL399,Eidolon dupreanum,GhV,11367.5,1
KEL400,Eidolon dupreanum,GhV,636.5,0
KEL402,Eidolon dupreanum,GhV,333.75,0
KEL403,Eidolon dupreanum,GhV,181.25,0
KEL404,Eidolon dupreanum,GhV,28.25,0
KEL405,Eidolon dupreanum,GhV,32.25,0
KEL406,Eidolon dupreanum,GhV,113.25,0
KEL407,Eidolon dupreanum,GhV,77.25,0
KEL408,Eidolon dupreanum,GhV,44.25,0
KEL409,Eidolon dupreanum,GhV,894.25,0
KEL410,Eidolon dupreanum,GhV,1538.25,1
KEL411,Eidolon dupreanum,GhV,46.25,0
KEL412,Eidolon dupreanum,GhV,79.25,0
KEL413,Eidolon dupreanum,GhV,3622.25,1
KEL414,Eidolon dupreanum,GhV,19055.75,1
KEL415,Eidolon dupreanum,GhV,198.25,0
KEL416,Eidolon dupreanum,GhV,4614.75,1
KEL417,Eidolon dupreanum,GhV,76.75,0
KEL418,Eidolon dupreanum,GhV,31.25,0
KEL420,Eidolon dupreanum,GhV,125.25,0
KEL421,Eidolon dupreanum,GhV,2245.25,1
KEL422,Eidolon dupreanum,GhV,7514.25,1
KEL423,Eidolon dupreanum,GhV,858.75,0
KEL424,Eidolon dupreanum,GhV,15.5,0
KEL425,Eidolon dupreanum,GhV,152,0
KEL427,Eidolon dupreanum,GhV,784.5,0
KEL428,Eidolon dupreanum,GhV,12.5,0
KEL429,Eidolon dupreanum,GhV,5634.5,1
KEL430,Eidolon dupreanum,GhV,15,0
KEL432,Eidolon dupreanum,GhV,855,0
KEL433,Eidolon dupreanum,GhV,4039.5,1
KEL434,Eidolon dupreanum,GhV,654.5,0
KEL454,Eidolon dupreanum,GhV,297.5,0
KEL469,Eidolon dupreanum,GhV,316.5,0
KEL473,Eidolon dupreanum,GhV,17.5,0
KEL474,Eidolon dupreanum,GhV,32.5,0
KEL475,Eidolon dupreanum,GhV,147.5,0
KEL476,Eidolon dupreanum,GhV,437.5,0
KEL477,Eidolon dupreanum,GhV,11.5,0
KEL478,Eidolon dupreanum,GhV,74.5,0
KEL479,Eidolon dupreanum,GhV,16.5,0
KEL480,Eidolon dupreanum,GhV,82.5,0
KEL481,Eidolon dupreanum,GhV,67,0
KEL482,Eidolon dupreanum,GhV,292.5,0
KEL483,Eidolon dupreanum,GhV,4142,1
KEL485,Eidolon dupreanum,GhV,3.5,0
KEL486,Eidolon dupreanum,GhV,209.5,0
KEL487,Eidolon dupreanum,GhV,472.5,0
KEL49,Eidolon dupreanum,GhV,53.25,0
WAY001,Eidolon dupreanum,GhV,370.5,0
WAY002,Eidolon dupreanum,GhV,1058.5,0
WAY003,Eidolon dupreanum,GhV,27.5,0
WAY004,Eidolon dupreanum,GhV,4171,1
WAY006,Eidolon dupreanum,GhV,279.5,0
WAY007,Eidolon dupreanum,GhV,132.5,0
WAY008,Eidolon dupreanum,GhV,1871.5,1
WAY009,Eidolon dupreanum,GhV,2680,1
WAY010,Eidolon dupreanum,GhV,550.5,0
WAY011,Eidolon dupreanum,GhV,4821,1
WAY012,Eidolon dupreanum,GhV,758,0
WAY013,Eidolon dupreanum,GhV,2253.5,1
WAY014,Eidolon dupreanum,GhV,23.5,0
WAY015,Eidolon dupreanum,GhV,25868.5,1
WAY016,Eidolon dupreanum,GhV,717.25,0
WAY017,Eidolon dupreanum,GhV,1999.5,1
WAY018,Eidolon dupreanum,GhV,108.5,0
WAY019,Eidolon dupreanum,GhV,470.5,0
WAY020,Eidolon dupreanum,GhV,9213,1
WAY021,Eidolon dupreanum,GhV,24242,1
WAY022,Eidolon dupreanum,GhV,128.5,0
WAY023,Eidolon dupreanum,GhV,27851.5,1
WAY025,Eidolon dupreanum,GhV,117.25,0
WAY026,Eidolon dupreanum,GhV,5452.25,1
WAY027,Eidolon dupreanum,GhV,10241.75,1
WAY028,Eidolon dupreanum,GhV,495.25,0
WAY029,Eidolon dupreanum,GhV,400.25,0
WAY030,Eidolon dupreanum,GhV,323.25,0
WAY031,Eidolon dupreanum,GhV,190.75,0
WAY032,Eidolon dupreanum,GhV,2521.25,1
WAY033,Eidolon dupreanum,GhV,423.75,0
WAY034,Eidolon dupreanum,GhV,19957.25,1
WAY035,Eidolon dupreanum,GhV,23829.25,1
WAY036,Eidolon dupreanum,GhV,3553.75,1
WAY037,Eidolon dupreanum,GhV,1519.75,1
WAY038,Eidolon dupreanum,GhV,1878.75,1
WAY039,Eidolon dupreanum,GhV,300.25,0
WAY040,Eidolon dupreanum,GhV,6037.25,1
WAY041,Eidolon dupreanum,GhV,11890.25,1
WAY042,Eidolon dupreanum,GhV,2199.25,1
WAY043,Eidolon dupreanum,GhV,694.25,0
WAY044,Eidolon dupreanum,GhV,22041.25,1
WAY045,Eidolon dupreanum,GhV,18029.25,1
WAY046,Eidolon dupreanum,GhV,15064.25,1
WAY047,Eidolon dupreanum,GhV,7132.25,1
WAY048,Eidolon dupreanum,GhV,1642.25,1
WAY049,Eidolon dupreanum,GhV,457.25,0
WAY050,Eidolon dupreanum,GhV,37.25,0
WAY051,Eidolon dupreanum,GhV,16716.75,1
WAY052,Eidolon dupreanum,GhV,164.25,0
WAY053,Eidolon dupreanum,GhV,10580.25,1
WAY054,Eidolon dupreanum,GhV,5633.25,1
WAY055,Eidolon dupreanum,GhV,445.25,0
WAY056,Eidolon dupreanum,GhV,4601.25,1
WAY057,Eidolon dupreanum,GhV,434.75,0
WAY058,Eidolon dupreanum,GhV,131.25,0
WAY059,Eidolon dupreanum,GhV,723.25,0
WAY060,Eidolon dupreanum,GhV,240.25,0
WAY061,Eidolon dupreanum,GhV,188.75,0
WAY062,Eidolon dupreanum,GhV,352.75,0
WAY063,Eidolon dupreanum,GhV,49.25,0
WAY064,Eidolon dupreanum,GhV,49.25,0
WAY065,Eidolon dupreanum,GhV,669.25,0
WAY066,Eidolon dupreanum,GhV,775.75,0
WAY067,Eidolon dupreanum,GhV,651.25,0
WAY068,Eidolon dupreanum,GhV,456.5,0
WAY069,Eidolon dupreanum,GhV,128.5,0
WAY070,Eidolon dupreanum,GhV,43.5,0
WAY071,Eidolon dupreanum,GhV,16.5,0
WAY072,Eidolon dupreanum,GhV,144.5,0
WAY073,Eidolon dupreanum,GhV,2333.5,1
WAY074,Eidolon dupreanum,GhV,2192.5,1
WAY075,Eidolon dupreanum,GhV,72.5,0
WAY076,Eidolon dupreanum,GhV,80.5,0
WAY077,Eidolon dupreanum,GhV,87.25,0
WAY078,Eidolon dupreanum,GhV,228.5,0
WAY079,Eidolon dupreanum,GhV,11396,1
WAY080,Eidolon dupreanum,GhV,16.5,0
WAY081,Eidolon dupreanum,GhV,35.5,0
WAY082,Eidolon dupreanum,GhV,525,0
WAY083,Eidolon dupreanum,GhV,1634.5,1
AND41,Eidolon dupreanum,AngV,341,0
AND42,Eidolon dupreanum,AngV,127,0
AND43,Eidolon dupreanum,AngV,428.5,0
AND44,Eidolon dupreanum,AngV,556.5,1
ANGB125,Eidolon dupreanum,AngV,56.25,0
ANGB126,Eidolon dupreanum,AngV,233.25,0
ANGB128,Eidolon dupreanum,AngV,163.25,0
ANGB129,Eidolon dupreanum,AngV,274.75,0
ANGB130,Eidolon dupreanum,AngV,97.75,0
ANGB133,Eidolon dupreanum,AngV,305.75,0
ANGB135,Eidolon dupreanum,AngV,56.75,0
ANGB136,Eidolon dupreanum,AngV,72.75,0
ANGB137,Eidolon dupreanum,AngV,50.75,0
ANGB140,Eidolon dupreanum,AngV,112.75,0
ANGB141,Eidolon dupreanum,AngV,35.75,0
ANGB142,Eidolon dupreanum,AngV,113.75,0
ANGB143,Eidolon dupreanum,AngV,58.75,0
ANGB144,Eidolon dupreanum,AngV,1167,1
ANGB145,Eidolon dupreanum,AngV,715,1
ANGB146,Eidolon dupreanum,AngV,31.75,0
ANGB147,Eidolon dupreanum,AngV,210,0
ANGB148,Eidolon dupreanum,AngV,531,1
ANGB149,Eidolon dupreanum,AngV,1818,1
ANGB150,Eidolon dupreanum,AngV,2151,1
ANGB151,Eidolon dupreanum,AngV,79,0
ANGB152,Eidolon dupreanum,AngV,126,0
ANGB153,Eidolon dupreanum,AngV,1500,1
ANGB155,Eidolon dupreanum,AngV,23.75,0
ANGB156,Eidolon dupreanum,AngV,91.75,0
ANGB157,Eidolon dupreanum,AngV,808,1
ANGB158,Eidolon dupreanum,AngV,130.75,0
ANGB159,Eidolon dupreanum,AngV,123,0
ANGB160,Eidolon dupreanum,AngV,79.5,0
ANGB161,Eidolon dupreanum,AngV,144,0
ANGB162,Eidolon dupreanum,AngV,71.5,0
ANGB163,Eidolon dupreanum,AngV,90,0
CAT001,Eidolon dupreanum,AngV,129.5,0
CAT002,Eidolon dupreanum,AngV,313.5,0
CAT003,Eidolon dupreanum,AngV,1029,1
CAT004,Eidolon dupreanum,AngV,70,0
CAT005,Eidolon dupreanum,AngV,105,0
CAT006,Eidolon dupreanum,AngV,214,0
CAT007,Eidolon dupreanum,AngV,450,0
CAT008,Eidolon dupreanum,AngV,183,0
CAT009,Eidolon dupreanum,AngV,46,0
CAT010,Eidolon dupreanum,AngV,184,0
CAT011,Eidolon dupreanum,AngV,69,0
CAT012,Eidolon dupreanum,AngV,63,0
CAT013,Eidolon dupreanum,AngV,300,0
CAT014,Eidolon dupreanum,AngV,131,0
CAT015,Eidolon dupreanum,AngV,154,0
CAT016,Eidolon dupreanum,AngV,243,0
CAT017,Eidolon dupreanum,AngV,187.75,0
CAT018,Eidolon dupreanum,AngV,67.25,0
CAT019,Eidolon dupreanum,AngV,158.75,0
CAT020,Eidolon dupreanum,AngV,652.75,1
CAT021,Eidolon dupreanum,AngV,600.75,1
CAT022,Eidolon dupreanum,AngV,139.25,0
CAT023,Eidolon dupreanum,AngV,404.75,0
CAT024,Eidolon dupreanum,AngV,493.75,0
CAT025,Eidolon dupreanum,AngV,212.75,0
CAT026,Eidolon dupreanum,AngV,120.75,0
CAT027,Eidolon dupreanum,AngV,87.75,0
CAT028,Eidolon dupreanum,AngV,33.75,0
CAT029,Eidolon dupreanum,AngV,225.25,0
CAT030,Eidolon dupreanum,AngV,146.75,0
CAT031,Eidolon dupreanum,AngV,213.75,0
CAT032,Eidolon dupreanum,AngV,115.75,0
CAT033,Eidolon dupreanum,AngV,308.25,0
CAT034,Eidolon dupreanum,AngV,297.75,0
CAT035,Eidolon dupreanum,AngV,120.25,0
CAT036,Eidolon dupreanum,AngV,468.75,0
CAT037,Eidolon dupreanum,AngV,726.25,1
KEL148,Eidolon dupreanum,AngV,955.75,1
KEL150,Eidolon dupreanum,AngV,360.75,0
KEL151,Eidolon dupreanum,AngV,73.25,0
KEL152,Eidolon dupreanum,AngV,83.75,0
KEL153,Eidolon dupreanum,AngV,91.75,0
KEL154,Eidolon dupreanum,AngV,625.25,1
KEL155,Eidolon dupreanum,AngV,97.75,0
KEL156,Eidolon dupreanum,AngV,961.75,1
KEL157,Eidolon dupreanum,AngV,415.75,0
KEL159,Eidolon dupreanum,AngV,283.75,0
KEL160,Eidolon dupreanum,AngV,86.25,0
KEL161,Eidolon dupreanum,AngV,310.75,0
KEL162,Eidolon dupreanum,AngV,177.75,0
KEL163,Eidolon dupreanum,AngV,920.75,1
KEL164,Eidolon dupreanum,AngV,301.25,0
KEL165,Eidolon dupreanum,AngV,139.75,0
KEL166,Eidolon dupreanum,AngV,46.75,0
KEL168,Eidolon dupreanum,AngV,120.75,0
KEL169,Eidolon dupreanum,AngV,116.25,0
KEL170,Eidolon dupreanum,AngV,257.75,0
